Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
"This USGS data file has been deprecated. To continue receiving updates for earthquake information you must switch to the new data format [http://earthquake.usgs.gov/earthquakes/feed/]. In the future, data feeds will be updated and deprecated following our official deprecation policy [http://earthquake.usgs.gov/earthquakes/feed/policy.php]."
ak,10842728,1,"Monday, November 11, 2013 00:20:16 UTC",60.2520,-142.9197,2.1,0.10,18,"Southern Alaska"
ak,10842717,2,"Sunday, November 10, 2013 23:54:08 UTC",60.0809,-152.8562,2.3,106.80,34,"Southern Alaska"
nc,72105126,1,"Sunday, November 10, 2013 23:48:45 UTC",38.8100,-122.8270,1.4,2.30,25,"Northern California"
nc,72105111,0,"Sunday, November 10, 2013 23:37:17 UTC",36.1065,-120.6207,1.7,5.50,13,"Central California"
ak,10842704,2,"Sunday, November 10, 2013 22:50:33 UTC",61.9748,-149.6054,1.5,40.60,26,"Southern Alaska"
pr,13314006,0,"Sunday, November 10, 2013 22:43:42 UTC",18.0834,-65.7040,2.2,60.00, 4,"Puerto Rico region"
hv,60589946,1,"Sunday, November 10, 2013 22:32:56 UTC",19.3788,-155.4492,1.9,8.70,55,"Island of Hawaii, Hawaii"
nc,72105091,0,"Sunday, November 10, 2013 22:25:47 UTC",40.2620,-124.1558,2.2,8.20, 7,"Northern California"
ci,11390178,5,"Sunday, November 10, 2013 22:22:00 UTC",34.1415,-116.8360,1.1,11.30,38,"Southern California"
nc,72105086,0,"Sunday, November 10, 2013 22:16:18 UTC",36.5527,-121.1168,1.0,5.20, 7,"Central California"
nc,72105081,0,"Sunday, November 10, 2013 22:15:32 UTC",38.8215,-122.7620,1.3,2.20,16,"Northern California"
ak,10842690,2,"Sunday, November 10, 2013 22:05:32 UTC",62.1858,-150.1173,1.4,13.80,24,"Central Alaska"
hv,60589931,2,"Sunday, November 10, 2013 22:03:36 UTC",19.3265,-155.1283,2.4,6.10,71,"Island of Hawaii, Hawaii"
nc,72105066,0,"Sunday, November 10, 2013 21:48:53 UTC",37.3418,-118.7397,1.6,16.40,10,"Central California"
nn,00429141,1,"Sunday, November 10, 2013 21:47:49 UTC",37.4654,-117.5505,1.3,11.00, 8,"Nevada"
hv,60589916,2,"Sunday, November 10, 2013 21:22:51 UTC",19.1433,-155.4803,2.2,13.60,54,"Island of Hawaii, Hawaii"
ak,10842680,3,"Sunday, November 10, 2013 21:14:35 UTC",53.1849,-166.6676,2.8,25.50,22,"Fox Islands, Aleutian Islands, Alaska"
ak,10842676,2,"Sunday, November 10, 2013 21:13:43 UTC",63.2103,-151.4239,1.5,15.60,14,"Central Alaska"
ak,10845295,2,"Sunday, November 10, 2013 20:46:26 UTC",63.2519,-150.6084,1.4,129.50,10,"Central Alaska"
ak,10842673,3,"Sunday, November 10, 2013 20:41:10 UTC",63.3784,-150.2548,1.5,121.20,18,"Central Alaska"
ak,10842654,2,"Sunday, November 10, 2013 19:59:01 UTC",63.0485,-150.8998,2.3,127.30,34,"Central Alaska"
ak,10845291,2,"Sunday, November 10, 2013 19:53:28 UTC",61.5000,-150.2574,1.2,47.00, 7,"Southern Alaska"
pr,13314005,0,"Sunday, November 10, 2013 19:38:07 UTC",18.6492,-64.3360,2.8,46.00, 3,"Virgin Islands region"
ak,10845290,3,"Sunday, November 10, 2013 19:22:55 UTC",59.0007,-151.0923,1.8,32.80,12,"Kenai Peninsula, Alaska"
ak,10842637,4,"Sunday, November 10, 2013 19:18:48 UTC",59.0000,-151.1761,3.4,38.90,87,"Kenai Peninsula, Alaska"
uw,60627261,1,"Sunday, November 10, 2013 19:17:47 UTC",48.5858,-122.2132,1.2,9.40,19,"Washington"
nc,72105011,1,"Sunday, November 10, 2013 18:33:46 UTC",38.8157,-122.8150,1.2,3.30,26,"Northern California"
uw,60627246,1,"Sunday, November 10, 2013 18:19:33 UTC",49.3138,-120.5405,1.9,0.00, 7,"British Columbia, Canada"
ak,10845287,3,"Sunday, November 10, 2013 18:09:49 UTC",59.7368,-153.7522,1.9,146.60,15,"Southern Alaska"
pr,13314004,0,"Sunday, November 10, 2013 18:08:53 UTC",18.5935,-65.5979,2.3,25.00, 4,"Puerto Rico region"
nc,72104996,1,"Sunday, November 10, 2013 17:58:43 UTC",38.8275,-122.7985,1.5,1.60,26,"Northern California"
ci,11390154,5,"Sunday, November 10, 2013 17:50:52 UTC",34.1222,-117.7677,2.1,13.00,67,"Greater Los Angeles area, California"
ak,10842620,3,"Sunday, November 10, 2013 17:16:22 UTC",60.1281,-141.0924,1.5,7.60,22,"Southern Alaska"
ak,10845285,2,"Sunday, November 10, 2013 17:13:33 UTC",61.4181,-151.9081,1.4,85.40, 8,"Southern Alaska"
ak,10845284,2,"Sunday, November 10, 2013 17:05:11 UTC",63.2668,-150.5251,1.3,120.80, 8,"Central Alaska"
ci,11390138,4,"Sunday, November 10, 2013 17:04:11 UTC",32.6480,-115.7202,1.3,8.10,17,"Southern California"
nc,72104931,1,"Sunday, November 10, 2013 16:55:14 UTC",38.8267,-122.7968,1.6,1.70,27,"Northern California"
uu,60044227,4,"Sunday, November 10, 2013 16:54:38 UTC",38.9572,-111.3975,1.3,2.10,14,"Utah"
ak,10842611,3,"Sunday, November 10, 2013 16:23:42 UTC",62.8661,-143.7124,1.3,9.90,16,"Central Alaska"
hv,60589796,1,"Sunday, November 10, 2013 15:58:14 UTC",19.3778,-155.0740,1.9,2.10,46,"Island of Hawaii, Hawaii"
nc,72104886,1,"Sunday, November 10, 2013 15:56:46 UTC",39.6295,-122.8358,2.1,3.10,18,"Northern California"
hv,60589786,2,"Sunday, November 10, 2013 15:49:01 UTC",19.4788,-155.7332,1.4,11.50,13,"Island of Hawaii, Hawaii"
ak,10845281,3,"Sunday, November 10, 2013 15:40:20 UTC",58.1839,-155.2792,1.8,1.90,17,"Alaska Peninsula"
ak,10845280,2,"Sunday, November 10, 2013 15:38:42 UTC",61.3822,-150.1435,1.2,42.70, 6,"Southern Alaska"
ci,11390122,5,"Sunday, November 10, 2013 15:07:33 UTC",33.2623,-116.0037,1.8,4.30,57,"Southern California"
ak,10845279,3,"Sunday, November 10, 2013 15:06:46 UTC",52.1138,-173.6968,1.8,13.40, 6,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11390114,2,"Sunday, November 10, 2013 15:01:01 UTC",36.2997,-117.4395,1.1,9.60,16,"Central California"
nc,72104846,0,"Sunday, November 10, 2013 14:53:28 UTC",36.6733,-121.3023,1.1,2.80, 8,"Central California"
ak,10842600,3,"Sunday, November 10, 2013 14:52:35 UTC",62.6023,-151.0787,1.3,79.80, 9,"Central Alaska"
ci,11390090,4,"Sunday, November 10, 2013 14:42:37 UTC",32.9085,-115.9480,1.0,6.40,27,"Southern California"
hv,60589756,2,"Sunday, November 10, 2013 14:29:38 UTC",19.4310,-155.4755,2.2,7.50,84,"Island of Hawaii, Hawaii"
ci,11390082,2,"Sunday, November 10, 2013 14:25:28 UTC",35.4795,-118.2928,1.0,5.10,12,"Central California"
ak,10845277,2,"Sunday, November 10, 2013 14:09:00 UTC",60.1993,-151.6403,1.3,56.10, 7,"Kenai Peninsula, Alaska"
nn,00428861,1,"Sunday, November 10, 2013 14:04:16 UTC",35.5993,-115.9339,1.5,0.00, 4,"Southern California"
ak,10842594,2,"Sunday, November 10, 2013 14:02:46 UTC",61.1225,-147.0858,1.4,0.00, 7,"Southern Alaska"
uw,60627216,1,"Sunday, November 10, 2013 14:00:30 UTC",48.0967,-120.8950,1.1,5.00, 4,"Washington"
ak,10845275,2,"Sunday, November 10, 2013 12:47:19 UTC",60.7162,-152.0459,1.0,82.90, 9,"Southern Alaska"
ak,10842591,2,"Sunday, November 10, 2013 12:38:50 UTC",62.1959,-150.1100,1.3,25.70,11,"Central Alaska"
ak,10842587,3,"Sunday, November 10, 2013 11:52:52 UTC",63.1592,-149.9882,1.1,100.50,13,"Central Alaska"
ci,11390050,4,"Sunday, November 10, 2013 11:50:55 UTC",33.1487,-116.4672,1.0,11.30,24,"Southern California"
nc,72104776,1,"Sunday, November 10, 2013 11:49:35 UTC",38.8260,-122.7982,2.4,2.70,52,"Northern California"
nc,72104771,0,"Sunday, November 10, 2013 11:27:03 UTC",35.7287,-121.1083,1.6,7.40,13,"Central California"
nc,72104756,1,"Sunday, November 10, 2013 11:03:23 UTC",38.8330,-122.8000,1.7,2.50,32,"Northern California"
ci,11390026,4,"Sunday, November 10, 2013 10:41:48 UTC",33.8767,-116.7565,1.1,17.70,50,"Southern California"
ak,10845272,3,"Sunday, November 10, 2013 10:29:34 UTC",54.0160,-163.3700,2.6,25.60, 8,"Unimak Island region, Alaska"
ak,10842576,2,"Sunday, November 10, 2013 10:20:18 UTC",59.9466,-152.2375,1.1,61.80, 9,"Southern Alaska"
ak,10842574,2,"Sunday, November 10, 2013 10:18:06 UTC",63.0498,-150.6340,1.2,114.00, 9,"Central Alaska"
nc,72104731,2,"Sunday, November 10, 2013 10:12:38 UTC",40.4742,-121.5172,1.8,5.80,13,"Lassen Peak area, California"
ak,10845269,2,"Sunday, November 10, 2013 10:10:07 UTC",63.3944,-150.1013,1.1,114.60, 8,"Central Alaska"
ci,11390010,4,"Sunday, November 10, 2013 09:37:48 UTC",33.1755,-115.6015,1.3,0.70,29,"Southern California"
ak,10842561,2,"Sunday, November 10, 2013 09:26:35 UTC",63.5365,-147.7390,2.3,16.80,34,"Central Alaska"
ak,10842558,3,"Sunday, November 10, 2013 09:19:18 UTC",60.1911,-141.4049,1.5,0.00,12,"Southern Alaska"
pr,13314003,0,"Sunday, November 10, 2013 09:18:48 UTC",19.1767,-64.9260,2.8,18.00, 5,"Virgin Islands region"
ak,10842557,2,"Sunday, November 10, 2013 09:18:20 UTC",54.0357,-163.4355,2.8,51.40, 8,"Unimak Island region, Alaska"
ak,10845264,2,"Sunday, November 10, 2013 09:12:03 UTC",60.7837,-152.4324,1.3,107.50,11,"Southern Alaska"
ak,10842555,2,"Sunday, November 10, 2013 09:10:39 UTC",63.4381,-149.9951,1.2,115.30,19,"Central Alaska"
nn,00428858,1,"Sunday, November 10, 2013 08:55:13 UTC",36.4997,-115.6485,1.3,8.00,16,"Nevada"
pr,13314002,0,"Sunday, November 10, 2013 08:38:34 UTC",18.8985,-64.4369,2.8,30.00, 7,"Virgin Islands region"
ak,10842547,3,"Sunday, November 10, 2013 08:23:10 UTC",59.7950,-153.6839,2.1,146.50,38,"Southern Alaska"
ak,10845261,2,"Sunday, November 10, 2013 08:18:04 UTC",59.5708,-152.8759,1.9,95.70,12,"Southern Alaska"
nc,72104671,1,"Sunday, November 10, 2013 08:13:22 UTC",38.8125,-122.7940,1.4,4.20,32,"Northern California"
uw,60627196,1,"Sunday, November 10, 2013 07:50:25 UTC",47.3805,-122.0837,1.0,2.20,13,"Seattle-Tacoma urban area, Washington"
nc,72104641,2,"Sunday, November 10, 2013 07:47:41 UTC",36.1855,-120.3155,1.4,13.00,13,"Central California"
ak,10845260,2,"Sunday, November 10, 2013 07:43:11 UTC",61.5132,-150.8045,1.1,64.60, 9,"Southern Alaska"
ak,10842534,2,"Sunday, November 10, 2013 07:29:49 UTC",63.3295,-145.4210,2.0,3.70,28,"Central Alaska"
nc,72104621,1,"Sunday, November 10, 2013 07:04:43 UTC",38.8178,-122.7935,1.6,3.90,34,"Northern California"
nc,72104616,1,"Sunday, November 10, 2013 07:03:37 UTC",38.8192,-122.7917,2.0,3.80,49,"Northern California"
ak,10845258,2,"Sunday, November 10, 2013 06:42:11 UTC",58.9940,-152.1853,1.6,72.60, 8,"Kodiak Island region, Alaska"
ak,10842525,4,"Sunday, November 10, 2013 06:35:55 UTC",52.2258,-168.4397,3.5,4.90,13,"Fox Islands, Aleutian Islands, Alaska"
ci,11389978,4,"Sunday, November 10, 2013 06:21:13 UTC",33.3895,-116.4120,1.3,13.40,45,"Southern California"
nc,72104596,1,"Sunday, November 10, 2013 06:17:19 UTC",38.8282,-122.7978,1.3,1.50,23,"Northern California"
nc,72104586,1,"Sunday, November 10, 2013 06:05:57 UTC",38.8180,-122.7975,1.1,3.10,23,"Northern California"
nc,72104576,2,"Sunday, November 10, 2013 05:47:52 UTC",37.6328,-118.8773,1.0,9.10,30,"Long Valley area, California"
ak,10845255,2,"Sunday, November 10, 2013 05:45:28 UTC",61.3122,-150.5814,1.1,59.20, 8,"Southern Alaska"
ak,10842508,2,"Sunday, November 10, 2013 05:38:29 UTC",63.0995,-150.6039,1.7,114.10,28,"Central Alaska"
ak,10842496,3,"Sunday, November 10, 2013 05:22:24 UTC",63.5696,-150.7619,1.0,13.90,17,"Central Alaska"
ak,10842497,2,"Sunday, November 10, 2013 05:21:35 UTC",60.4321,-150.6220,1.3,42.40,12,"Kenai Peninsula, Alaska"
ak,10842495,3,"Sunday, November 10, 2013 05:13:46 UTC",53.4124,-163.5646,2.7,37.80, 9,"Unimak Island region, Alaska"
ak,10842494,2,"Sunday, November 10, 2013 05:08:15 UTC",63.0197,-150.5847,1.2,105.40, 8,"Central Alaska"
hv,60589536,2,"Sunday, November 10, 2013 04:56:11 UTC",19.3283,-155.0612,2.3,5.60,85,"Island of Hawaii, Hawaii"
ak,10842488,2,"Sunday, November 10, 2013 04:52:04 UTC",62.2786,-149.7805,1.1,16.60,22,"Central Alaska"
pr,13314001,0,"Sunday, November 10, 2013 04:40:11 UTC",18.9750,-68.0970,3.2,79.00, 8,"Dominican Republic region"
ci,11389938,4,"Sunday, November 10, 2013 04:36:50 UTC",33.4908,-116.4933,1.0,15.50,33,"Southern California"
ak,10845246,3,"Sunday, November 10, 2013 04:30:08 UTC",65.4906,-144.5322,1.3,8.50, 8,"northern Alaska"
ak,10842483,2,"Sunday, November 10, 2013 04:21:20 UTC",60.2046,-141.5777,1.0,0.00, 7,"Southern Alaska"
ak,10845244,3,"Sunday, November 10, 2013 04:17:29 UTC",51.7408,-177.1943,1.9,79.30, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10842478,2,"Sunday, November 10, 2013 04:04:30 UTC",52.0547,-168.4075,3.3,25.30, 8,"Fox Islands, Aleutian Islands, Alaska"
uw,60627181,2,"Sunday, November 10, 2013 04:02:11 UTC",48.8032,-123.0673,1.1,58.20,12,"Vancouver Island, Canada region"
ak,10842476,2,"Sunday, November 10, 2013 03:50:12 UTC",62.8782,-150.7671,1.1,92.60,15,"Central Alaska"
ak,10842474,2,"Sunday, November 10, 2013 03:44:01 UTC",52.4185,-168.5708,2.6,41.00, 7,"Fox Islands, Aleutian Islands, Alaska"
ak,10842469,2,"Sunday, November 10, 2013 03:39:06 UTC",60.7862,-144.9169,1.6,0.00, 9,"Southern Alaska"
ak,10842464,3,"Sunday, November 10, 2013 03:35:40 UTC",52.2177,-168.4467,4.2,6.50,32,"Fox Islands, Aleutian Islands, Alaska"
ci,11389930,4,"Sunday, November 10, 2013 03:28:40 UTC",33.1888,-115.5918,1.1,0.00,21,"Southern California"
ld,60031608,1,"Sunday, November 10, 2013 02:32:23 UTC",44.9553,-74.8060,1.8,5.00,11,"New York"
nc,72104521,1,"Sunday, November 10, 2013 02:27:44 UTC",38.8255,-122.7970,1.1,3.80,26,"Northern California"
ak,10842457,2,"Sunday, November 10, 2013 02:18:55 UTC",63.2022,-150.7181,1.5,125.00,20,"Central Alaska"
pr,13314000,0,"Sunday, November 10, 2013 02:10:28 UTC",18.3029,-67.3571,2.9,74.00,16,"Mona Passage, Puerto Rico"
nc,72104511,0,"Sunday, November 10, 2013 01:58:12 UTC",38.8417,-122.7673,1.0,1.30, 8,"Northern California"
ak,10842452,2,"Sunday, November 10, 2013 01:42:49 UTC",59.8524,-151.2871,1.3,45.20,15,"Kenai Peninsula, Alaska"
ak,10845236,3,"Sunday, November 10, 2013 01:25:18 UTC",51.6954,-174.4926,1.9,68.00, 9,"Andreanof Islands, Aleutian Islands, Alaska"
mb,13668004,2,"Sunday, November 10, 2013 01:06:09 UTC",46.6400,-112.0930,1.6,2.70,27,"western Montana"
ak,10842447,3,"Sunday, November 10, 2013 01:06:01 UTC",60.1536,-151.5460,1.1,56.90, 9,"Kenai Peninsula, Alaska"
ak,10845234,2,"Sunday, November 10, 2013 01:02:34 UTC",60.4166,-153.7799,1.8,50.00, 5,"Southern Alaska"
ci,11389890,3,"Sunday, November 10, 2013 00:54:21 UTC",31.5102,-115.4567,2.7,5.60, 3,"Baja California, Mexico"
ak,10845233,3,"Sunday, November 10, 2013 00:44:50 UTC",61.3509,-150.7710,1.1,57.90,12,"Southern Alaska"
ci,11389866,4,"Sunday, November 10, 2013 00:42:37 UTC",33.9988,-117.2155,1.1,11.90,32,"Greater Los Angeles area, California"
nc,72104496,2,"Sunday, November 10, 2013 00:39:05 UTC",37.6330,-118.8768,1.4,8.70,27,"Long Valley area, California"
nc,72104491,1,"Sunday, November 10, 2013 00:37:55 UTC",39.5907,-120.7077,2.3,7.50,22,"Northern California"
ak,10845232,3,"Sunday, November 10, 2013 00:12:07 UTC",60.2127,-151.6175,1.2,69.10,10,"Kenai Peninsula, Alaska"
nc,72104471,2,"Saturday, November  9, 2013 23:51:16 UTC",35.7297,-121.1135,1.2,7.10,31,"Central California"
ci,11389834,2,"Saturday, November  9, 2013 23:35:54 UTC",33.7835,-117.6312,1.2,2.60, 7,"Greater Los Angeles area, California"
nc,72104451,0,"Saturday, November  9, 2013 23:18:10 UTC",37.6543,-122.0592,1.6,2.00, 8,"San Francisco Bay area, California"
ak,10842423,2,"Saturday, November  9, 2013 23:17:32 UTC",51.4701,-178.2653,3.1,26.80,16,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60589451,2,"Saturday, November  9, 2013 23:14:16 UTC",19.4258,-155.3195,2.2,5.90,67,"Island of Hawaii, Hawaii"
ak,10843964,2,"Saturday, November  9, 2013 23:12:30 UTC",63.0172,-150.7143,1.2,115.90,13,"Central Alaska"
ak,10843963,2,"Saturday, November  9, 2013 23:06:08 UTC",63.1071,-150.8652,1.4,128.40,21,"Central Alaska"
ak,10842418,2,"Saturday, November  9, 2013 23:02:36 UTC",62.2132,-148.0079,1.0,19.40,14,"Central Alaska"
nn,00428853,1,"Saturday, November  9, 2013 22:50:13 UTC",39.7785,-120.6510,1.1,10.80, 9,"Northern California"
ak,10843961,3,"Saturday, November  9, 2013 22:40:32 UTC",52.3914,-170.2176,3.0,29.90,11,"Fox Islands, Aleutian Islands, Alaska"
nc,72104421,1,"Saturday, November  9, 2013 22:29:12 UTC",38.7433,-122.7177,2.0,1.80,25,"Northern California"
mb,13273390,2,"Saturday, November  9, 2013 22:21:50 UTC",46.3411,-111.3828,1.2,7.20, 9,"western Montana"
nc,72104406,0,"Saturday, November  9, 2013 22:14:38 UTC",38.8045,-122.7420,1.0,2.50,20,"Northern California"
uu,60044192,4,"Saturday, November  9, 2013 22:13:15 UTC",39.3033,-111.7418,1.5,18.60,19,"Utah"
ci,11389810,4,"Saturday, November  9, 2013 22:06:09 UTC",36.0088,-118.5128,1.0,7.00,10,"Central California"
ak,10843960,2,"Saturday, November  9, 2013 22:04:37 UTC",60.0911,-153.1717,1.8,126.70,28,"Southern Alaska"
ak,10843959,2,"Saturday, November  9, 2013 22:04:00 UTC",60.0546,-152.6200,1.6,97.40,17,"Southern Alaska"
ci,11389794,8,"Saturday, November  9, 2013 21:57:40 UTC",33.2682,-116.3000,1.4,13.40,35,"Southern California"
ci,11389778,4,"Saturday, November  9, 2013 21:41:09 UTC",32.6752,-115.7257,1.2,8.50,10,"Southern California"
nc,72104386,0,"Saturday, November  9, 2013 21:35:56 UTC",36.6232,-121.1368,1.6,3.80,12,"Central California"
ak,10842393,2,"Saturday, November  9, 2013 21:26:04 UTC",51.9176,-176.3260,1.7,10.40,15,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11389770,4,"Saturday, November  9, 2013 21:23:22 UTC",36.0117,-117.5533,1.1,2.00,20,"Central California"
uu,60044177,4,"Saturday, November  9, 2013 21:20:48 UTC",44.7572,-110.8323,1.6,7.10,19,"Yellowstone National Park, Wyoming"
nc,72104376,0,"Saturday, November  9, 2013 21:14:41 UTC",37.4693,-118.8470,1.4,6.10,23,"Central California"
ak,10842378,3,"Saturday, November  9, 2013 21:12:48 UTC",61.5090,-149.9120,2.9,53.10,76,"Southern Alaska"
ak,10842372,3,"Saturday, November  9, 2013 21:08:26 UTC",62.2679,-150.1114,1.7,2.90,49,"Central Alaska"
ak,10843955,2,"Saturday, November  9, 2013 20:56:17 UTC",60.3951,-147.8083,1.1,8.70, 9,"Southern Alaska"
ak,10842370,3,"Saturday, November  9, 2013 20:53:57 UTC",61.5906,-141.0973,1.1,6.70,23,"Southern Alaska"
nc,72104361,1,"Saturday, November  9, 2013 20:42:57 UTC",37.3575,-121.7245,2.6,5.90,58,"San Francisco Bay area, California"
uu,60044162,2,"Saturday, November  9, 2013 20:40:03 UTC",39.7050,-110.6105,1.3,2.40, 8,"Utah"
ak,10843953,2,"Saturday, November  9, 2013 20:31:57 UTC",60.0780,-152.6776,1.5,99.40,18,"Southern Alaska"
nc,72104351,1,"Saturday, November  9, 2013 20:30:41 UTC",38.8078,-122.8265,1.4,2.10,27,"Northern California"
ak,10842363,2,"Saturday, November  9, 2013 20:19:50 UTC",61.2483,-150.3128,1.2,45.80,17,"Southern Alaska"
ak,10842357,2,"Saturday, November  9, 2013 20:09:22 UTC",63.1657,-150.4043,1.1,107.90,15,"Central Alaska"
ak,10842346,4,"Saturday, November  9, 2013 19:56:11 UTC",62.2472,-145.7227,3.0,13.80,53,"Central Alaska"
ak,10842166,2,"Saturday, November  9, 2013 19:31:30 UTC",62.0441,-148.3141,1.1,40.00,23,"Central Alaska"
ci,11389754,4,"Saturday, November  9, 2013 19:29:47 UTC",33.2837,-116.7813,1.1,13.40,27,"Southern California"
ak,10842156,2,"Saturday, November  9, 2013 19:17:43 UTC",63.1930,-150.3654,2.6,113.60,66,"Central Alaska"
ak,10842151,2,"Saturday, November  9, 2013 19:10:42 UTC",63.2764,-151.5524,1.4,16.40,21,"Central Alaska"
ak,10843946,2,"Saturday, November  9, 2013 18:59:53 UTC",50.4788,-174.8917,2.5,4.80,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10842144,2,"Saturday, November  9, 2013 18:48:29 UTC",62.9404,-149.5694,1.7,76.10,32,"Central Alaska"
nc,72104321,1,"Saturday, November  9, 2013 18:47:02 UTC",36.9067,-121.4988,1.4,6.20,24,"Central California"
ak,10842141,3,"Saturday, November  9, 2013 18:20:48 UTC",59.9554,-139.5458,1.4,0.00, 9,"Southeastern Alaska"
uw,60627096,1,"Saturday, November  9, 2013 18:17:38 UTC",49.4800,-120.5043,2.2,0.00,11,"British Columbia, Canada"
nc,72104306,0,"Saturday, November  9, 2013 17:55:51 UTC",39.7820,-123.5620,1.9,8.30, 9,"Northern California"
ci,11389738,4,"Saturday, November  9, 2013 17:53:27 UTC",34.0267,-117.1893,1.0,14.60,13,"Greater Los Angeles area, California"
nc,72104301,0,"Saturday, November  9, 2013 17:48:32 UTC",38.8233,-122.8272,1.1,2.30,15,"Northern California"
ak,10843943,2,"Saturday, November  9, 2013 17:40:54 UTC",61.8937,-150.9831,1.3,67.30,23,"Southern Alaska"
uu,60044147,4,"Saturday, November  9, 2013 17:36:50 UTC",38.9595,-111.3997,1.4,1.70,12,"Utah"
ak,10842134,2,"Saturday, November  9, 2013 17:35:21 UTC",64.5633,-149.9171,1.0,16.10,15,"Central Alaska"
ci,11389706,4,"Saturday, November  9, 2013 17:22:17 UTC",33.9967,-117.2133,1.0,10.40,33,"Greater Los Angeles area, California"
ci,11389698,5,"Saturday, November  9, 2013 17:20:16 UTC",33.9950,-117.2157,1.4,12.40,46,"Greater Los Angeles area, California"
ci,11389690,5,"Saturday, November  9, 2013 17:18:10 UTC",33.9955,-117.2165,2.2,12.40,64,"Greater Los Angeles area, California"
ak,10842112,4,"Saturday, November  9, 2013 16:59:15 UTC",62.6001,-151.6245,3.2,97.10,112,"Central Alaska"
pr,13313003,0,"Saturday, November  9, 2013 16:53:13 UTC",19.1711,-64.8052,3.2,53.00,16,"Virgin Islands region"
ak,10842104,2,"Saturday, November  9, 2013 16:49:58 UTC",63.5789,-150.7854,2.4,13.30,37,"Central Alaska"
ak,10842107,2,"Saturday, November  9, 2013 16:44:59 UTC",61.3971,-151.2514,1.4,68.00,22,"Southern Alaska"
nn,00428832,1,"Saturday, November  9, 2013 16:40:37 UTC",38.2305,-118.8047,1.9,0.00,29,"Nevada"
ak,10843938,2,"Saturday, November  9, 2013 16:40:04 UTC",62.1285,-151.4498,1.5,83.10,27,"Central Alaska"
ak,10842100,3,"Saturday, November  9, 2013 16:38:50 UTC",59.9482,-139.5301,1.5,0.00,12,"Southeastern Alaska"
ak,10842097,2,"Saturday, November  9, 2013 16:37:52 UTC",62.8556,-148.3310,1.2,60.60,24,"Central Alaska"
mb,13609965,2,"Saturday, November  9, 2013 16:32:38 UTC",47.4596,-115.7730,1.5,2.00, 9,"northern Idaho"
ak,10843935,2,"Saturday, November  9, 2013 16:30:21 UTC",56.6435,-154.3370,2.3,51.60,11,"Kodiak Island region, Alaska"
nc,72104256,1,"Saturday, November  9, 2013 16:19:46 UTC",40.4340,-124.6938,2.2,17.30,23,"offshore Northern California"
ak,10842079,2,"Saturday, November  9, 2013 15:44:01 UTC",61.4983,-146.6695,2.4,18.90,62,"Southern Alaska"
hv,60589321,2,"Saturday, November  9, 2013 15:25:40 UTC",19.4230,-155.2508,1.9,1.90,36,"Island of Hawaii, Hawaii"
nc,72104251,1,"Saturday, November  9, 2013 15:23:46 UTC",38.8208,-122.7987,1.1,3.20,21,"Northern California"
hv,60589316,2,"Saturday, November  9, 2013 15:02:36 UTC",19.4048,-155.2817,1.8,1.80,35,"Island of Hawaii, Hawaii"
nc,72104236,1,"Saturday, November  9, 2013 14:52:44 UTC",40.1805,-121.0587,2.2,1.10,19,"Northern California"
ci,11389682,5,"Saturday, November  9, 2013 14:51:17 UTC",32.7307,-116.0650,2.4,8.30,26,"Southern California"
nc,72104231,0,"Saturday, November  9, 2013 14:48:10 UTC",38.8085,-122.8087,1.4,2.10,13,"Northern California"
nc,72104221,1,"Saturday, November  9, 2013 14:47:56 UTC",38.8083,-122.8132,1.7,2.50,32,"Northern California"
uu,60044142,4,"Saturday, November  9, 2013 14:39:00 UTC",39.4413,-111.2123,1.3,1.60,11,"Utah"
ci,11389674,4,"Saturday, November  9, 2013 14:32:14 UTC",33.9952,-117.2123,1.0,11.50,26,"Greater Los Angeles area, California"
ci,11389666,5,"Saturday, November  9, 2013 14:28:35 UTC",34.2555,-116.8225,1.8,7.30,20,"Southern California"
nc,72104216,0,"Saturday, November  9, 2013 14:03:36 UTC",38.8360,-122.7755,1.2,2.30,18,"Northern California"
ak,10842052,2,"Saturday, November  9, 2013 13:54:10 UTC",63.2139,-150.7311,2.0,131.40,44,"Central Alaska"
pr,13313002,0,"Saturday, November  9, 2013 13:53:59 UTC",18.5212,-67.4477,2.5,21.00, 8,"Mona Passage, Puerto Rico"
ak,10843932,2,"Saturday, November  9, 2013 13:29:42 UTC",53.6793,-166.6156,2.9,84.00,20,"Fox Islands, Aleutian Islands, Alaska"
ci,11389642,4,"Saturday, November  9, 2013 13:02:15 UTC",33.9965,-117.2145,1.0,12.10,41,"Greater Los Angeles area, California"
ak,10842040,2,"Saturday, November  9, 2013 12:58:05 UTC",61.6423,-151.7477,1.9,84.10,48,"Southern Alaska"
nc,72104196,0,"Saturday, November  9, 2013 12:56:05 UTC",39.3265,-122.8355,1.9,6.60,14,"Northern California"
ak,10843930,2,"Saturday, November  9, 2013 12:55:32 UTC",63.0776,-151.0062,1.2,122.50,16,"Central Alaska"
